74,2024-06-15T12:03:32
67,2024-06-15T14:50:12
56,2024-06-15T14:50:22
45,2024-06-15T14:50:33
36,2024-06-15T16:40:33
27,2024-06-15T18:30:30
18,2024-06-16T19:00:34
